cve,state,assigner,published,title,description,vendor,product,rating
CVE-2025-5100,PUBLISHED,KoreLogic,2025-05-23T01:09:41.306Z,KL-001-2025-005: Mobile Dynamix PrinterShare Mobile Print Double-Free Memory Write,"A double-free condition occurs during the cleanup of temporary image files, which can be exploited to achieve memory corruption and potentially arbitrary code execution.",MOBILE DYNAMIX,PrinterShare Mobile Print,warm
CVE-2025-5113,PUBLISHED,ONEKEY,2025-06-02T07:13:54.433Z,Authenticated Remote Command Injection in Diviotec NBR IP Cameras,The Diviotec professional series exposes a web interface. One endpoint is vulnerable to arbitrary command injection and hardcoded passwords are used.,DIVIOTEC,nbf232p; nbf233p; nbr222p; nbr222pv; nbr224p; nbr225p; nbr226p; ndr252p; ndr255p,warm
CVE-2025-5120,PUBLISHED,@huntr_ai,2025-07-27T07:57:07.134Z,Sandbox Escape Vulnerability in huggingface/smolagents,"A sandbox escape vulnerability was identified in huggingface/smolagents version 1.14.0, allowing attackers to bypass the restricted execution environment and achieve remote code execution (RCE). The vulnerability stems from the local_python_executor.py module, which inadequately restricts Python code execution despite employing static and dynamic checks. Attackers can exploit whitelisted modules and functions to execute arbitrary code, compromising the host system. This flaw undermines the core security boundary intended to isolate untrusted code, posing risks such as unauthorized code execution, data leakage, and potential integration-level compromise. The issue is resolved in version 1.17.0.",HUGGINGFACE,huggingface/smolagents,hot
CVE-2025-5187,PUBLISHED,kubernetes,2025-08-27T16:20:56.778Z,Nodes can delete themselves by adding an OwnerReference,"A vulnerability exists in the NodeRestriction admission controller in Kubernetes clusters where node users can delete their corresponding node object by patching themselves with an OwnerReference to a cluster-scoped resource. If the OwnerReference resource does not exist or is subsequently deleted, the given node object will be deleted via garbage collection.",KUBERNETES,Kubernetes,warm
CVE-2025-5191,PUBLISHED,Moxa,2025-08-25T08:01:11.035Z,Unquoted Search Path Vulnerability in the Utility for Industrial Computers (Windows),"An Unquoted Search Path vulnerability has been identified in the utility for Moxa’s industrial computers (Windows). Due to the unquoted path configuration in the SerialInterfaceService.exe utility, a local attacker with limited privileges could place a malicious executable in a higher-priority directory within the search path. When the Serial Interface service starts, the malicious executable could be run with SYSTEM privileges. Successful exploitation could allow privilege escalation or enable an attacker to maintain persistence on the affected system. While successful exploitation can severely impact the confidentiality, integrity, and availability of the affected device itself, there is no loss of confidentiality, integrity, or availability within any subsequent systems.",MOXA,Utility for DRP-A100 Series; Utility for DRP-C100 Series,warm
CVE-2025-5192,PUBLISHED,ZUSO ART,2025-06-06T09:15:17.081Z,Soar Cloud HRD Human Resource Management System - Missing Authentication for Critical Function,A missing authentication for critical function vulnerability in the client application of Soar Cloud HRD Human Resource Management System through version 7.3.2025.0408 allows remote attackers to bypass authentication and access application functions.,SOAR CLOUD SYSTEM CO.,HRD Human Resource Management System,warm
CVE-2025-5199,PUBLISHED,canonical,2025-07-11T23:21:30.996Z,LPE on Multipass for macOS,"In Canonical Multipass up to and including version 1.15.1 on macOS, incorrect default permissions allow a local attacker to escalate privileges by modifying files executed with administrative privileges by a Launch Daemon during system startup.",CANONICAL,Multipass,hot
CVE-2025-5241,PUBLISHED,Mitsubishi,2025-07-11T00:16:43.275Z,Denial-of-Service Vulnerability in MELSEC iQ-F Series,Overly Restrictive Account Lockout Mechanism vulnerability in Mitsubishi Electric Corporation MELSEC iQ-F Series allows a remote unauthenticated attacker to lockout legitimate users for a certain period by repeatedly attempting to login with incorrect passwords. The legitimate users will be unable to login until a certain period has passed after the lockout or until the product is reset.,MITSUBISHI ELECTRIC CORPORATION,MELSEC iQ-F Series FX5-CCLGN-MS; MELSEC iQ-F Series FX5S-30MR/DS; MELSEC iQ-F Series FX5S-30MR/ES; MELSEC iQ-F Series FX5S-30MT/DS; MELSEC iQ-F Series FX5S-30MT/DSS; MELSEC iQ-F Series FX5S-30MT/ES; MELSEC iQ-F Series FX5S-30MT/ESS; MELSEC iQ-F Series FX5S-40MR/DS; MELSEC iQ-F Series FX5S-40MR/ES; MELSEC iQ-F Series FX5S-40MT/DS; MELSEC iQ-F Series FX5S-40MT/DSS; MELSEC iQ-F Series FX5S-40MT/ES; MELSEC iQ-F Series FX5S-40MT/ESS; MELSEC iQ-F Series FX5S-60MR/DS; MELSEC iQ-F Series FX5S-60MR/ES; MELSEC iQ-F Series FX5S-60MT/DS; MELSEC iQ-F Series FX5S-60MT/DSS; MELSEC iQ-F Series FX5S-60MT/ES; MELSEC iQ-F Series FX5S-60MT/ESS; MELSEC iQ-F Series FX5S-80MR/ES; MELSEC iQ-F Series FX5S-80MT/ES; MELSEC iQ-F Series FX5S-80MT/ESS; MELSEC iQ-F Series FX5U-32MR/DS; MELSEC iQ-F Series FX5U-32MR/ES; MELSEC iQ-F Series FX5U-32MT/DS; MELSEC iQ-F Series FX5U-32MT/DSS; MELSEC iQ-F Series FX5U-32MT/ES; MELSEC iQ-F Series FX5U-32MT/ESS; MELSEC iQ-F Series FX5U-64MR/DS; MELSEC iQ-F Series FX5U-64MR/ES; MELSEC iQ-F Series FX5U-64MT/DS; MELSEC iQ-F Series FX5U-64MT/DSS; MELSEC iQ-F Series FX5U-64MT/ES; MELSEC iQ-F Series FX5U-64MT/ESS; MELSEC iQ-F Series FX5U-80MR/DS; MELSEC iQ-F Series FX5U-80MR/ES; MELSEC iQ-F Series FX5U-80MT/DS; MELSEC iQ-F Series FX5U-80MT/DSS; MELSEC iQ-F Series FX5U-80MT/ES; MELSEC iQ-F Series FX5U-80MT/ESS; MELSEC iQ-F Series FX5UC-32MR/DS-TS; MELSEC iQ-F Series FX5UC-32MT/D; MELSEC iQ-F Series FX5UC-32MT/DS-TS; MELSEC iQ-F Series FX5UC-32MT/DSS; MELSEC iQ-F Series FX5UC-32MT/DSS-TS; MELSEC iQ-F Series FX5UC-64MT/D; MELSEC iQ-F Series FX5UC-64MT/DSS; MELSEC iQ-F Series FX5UC-96MT/D; MELSEC iQ-F Series FX5UC-96MT/DSS; MELSEC iQ-F Series FX5UJ-24MR/DS; MELSEC iQ-F Series FX5UJ-24MR/ES; MELSEC iQ-F Series FX5UJ-24MR/ES-A; MELSEC iQ-F Series FX5UJ-24MT/DS; MELSEC iQ-F Series FX5UJ-24MT/DSS; MELSEC iQ-F Series FX5UJ-24MT/ES; MELSEC iQ-F Series FX5UJ-24MT/ES-A; MELSEC iQ-F Series FX5UJ-24MT/ESS; MELSEC iQ-F Series FX5UJ-40MR/DS; MELSEC iQ-F Series FX5UJ-40MR/ES; MELSEC iQ-F Series FX5UJ-40MR/ES-A; MELSEC iQ-F Series FX5UJ-40MT/DS; MELSEC iQ-F Series FX5UJ-40MT/DSS; MELSEC iQ-F Series FX5UJ-40MT/ES; MELSEC iQ-F Series FX5UJ-40MT/ES-A; MELSEC iQ-F Series FX5UJ-40MT/ESS; MELSEC iQ-F Series FX5UJ-60MR/DS; MELSEC iQ-F Series FX5UJ-60MR/ES; MELSEC iQ-F Series FX5UJ-60MR/ES-A; MELSEC iQ-F Series FX5UJ-60MT/DS; MELSEC iQ-F Series FX5UJ-60MT/DSS; MELSEC iQ-F Series FX5UJ-60MT/ES; MELSEC iQ-F Series FX5UJ-60MT/ES-A; MELSEC iQ-F Series FX5UJ-60MT/ESS,warm
CVE-2025-5243,PUBLISHED,TR-CERT,2025-07-24T12:45:22.450Z,Arbitrary File Upload in SMG Software's Information Portal,"Unrestricted Upload of File with Dangerous Type, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') vulnerability in SMG Software Information Portal allows Code Injection, Upload a Web Shell to a Web Server, Code Inclusion.This issue affects Information Portal: before 13.06.2025.",SMG SOFTWARE,Information Portal,hot
CVE-2025-5255,PUBLISHED,CERT-PL,2025-06-20T10:01:42.561Z,TCC Bypass via Dylib Injection in Phoenix Code,"The Phoenix Code's configuration on macOS, specifically the presence of entitlements: ""com.apple.security.cs.allow-dyld-environment-variables"" and ""com.apple.security.cs.disable-library-validation"" allows for Dynamic Library (Dylib) injection. A local attacker with unprivileged access can use environment variables like DYLD_INSERT_LIBRARIES to successfully inject code in application's context and bypass Transparency, Consent, and Control (TCC). Acquired resource access is limited to previously granted permissions by the user. Access to other resources beyond granted-permissions requires user interaction with a system prompt asking for permission.

This issue was fixed in commit 0c75fb57f89d0b7d9b180026bc2624b7dcf807da",CORE.AI,Phoenix Code,hot
CVE-2025-5256,PUBLISHED,Mautic,2025-05-28T17:47:05.674Z,Open Redirect vulnerability on user unlock path,"SummaryThis advisory addresses an Open Redirection vulnerability in Mautic's user unlocking endpoint. This vulnerability could be exploited by an attacker to redirect legitimate users to malicious websites, potentially leading to phishing attacks or the delivery of exploit kits.

Open Redirection via returnUrl Parameter: An Open Redirection vulnerability exists in the /s/action/unlock/user.user/0 endpoint. The returnUrl parameter, intended for post-action redirection, is not properly validated. This allows an attacker to craft a URL that, when clicked by a user, redirects them to an arbitrary external website controlled by the attacker.

MitigationUpdate Mautic to a version that properly validates or sanitizes the returnUrl parameter to ensure that redirects only occur to trusted, internal URLs or explicitly whitelisted domains.",MAUTIC,Mautic,warm
CVE-2025-5262,PUBLISHED,mozilla,2025-05-27T12:29:21.813Z,,A double-free could have occurred in `vpx_codec_enc_init_multi` after a failed allocation when initializing the encoder for WebRTC. This could have caused memory corruption and a potentially exploitable crash. This vulnerability affects Thunderbird < 139 and Thunderbird < 128.11.,MOZILLA,Thunderbird,hot
CVE-2025-5264,PUBLISHED,mozilla,2025-05-27T12:29:23.513Z,,"Due to insufficient escaping of the newline character in the “Copy as cURL” feature, an attacker could trick a user into using this command, potentially leading to local code execution on the user's system. This vulnerability affects Firefox < 139, Firefox ESR < 115.24, Firefox ESR < 128.11, Thunderbird < 139, and Thunderbird < 128.11.",MOZILLA,Firefox; Firefox ESR; Thunderbird,hot
CVE-2025-5265,PUBLISHED,mozilla,2025-05-27T12:29:24.338Z,,"Due to insufficient escaping of the ampersand character in the “Copy as cURL” feature, an attacker could trick a user into using this command, potentially leading to local code execution on the user's system.
*This bug only affects Firefox for Windows. Other versions of Firefox are unaffected.* This vulnerability affects Firefox < 139, Firefox ESR < 115.24, Firefox ESR < 128.11, Thunderbird < 139, and Thunderbird < 128.11.",MOZILLA,Firefox; Firefox ESR; Thunderbird,hot
CVE-2025-5268,PUBLISHED,mozilla,2025-05-27T12:29:26.941Z,,"Memory safety bugs present in Firefox 138, Thunderbird 138, Firefox ESR 128.10, and Thunderbird 128.10. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 139, Firefox ESR < 128.11, Thunderbird < 139, and Thunderbird < 128.11.",MOZILLA,Firefox; Firefox ESR; Thunderbird,hot
CVE-2025-5269,PUBLISHED,mozilla,2025-05-27T12:29:27.780Z,,"Memory safety bug present in Firefox ESR 128.10, and Thunderbird 128.10. This bug showed evidence of memory corruption and we presume that with enough effort this could have been exploited to run arbitrary code. This vulnerability affects Firefox ESR < 128.11 and Thunderbird < 128.11.",MOZILLA,Firefox ESR; Thunderbird,hot
CVE-2025-5271,PUBLISHED,mozilla,2025-05-27T12:29:29.404Z,,"Previewing a response in Devtools ignored CSP headers, which could have allowed content injection attacks. This vulnerability affects Firefox < 139 and Thunderbird < 139.",MOZILLA,Firefox; Thunderbird,hot
CVE-2025-5272,PUBLISHED,mozilla,2025-05-27T12:29:30.199Z,,Memory safety bugs present in Firefox 138 and Thunderbird 138. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 139 and Thunderbird < 139.,MOZILLA,Firefox; Thunderbird,hot
CVE-2025-5277,PUBLISHED,snyk,2025-05-28T13:14:26.863Z,,aws-mcp-server MCP server is vulnerable to command injection. An attacker can craft a prompt that once accessed by the MCP client will run arbitrary commands on the host system.,ALEXEI-LED,aws-mcp-server,hot
CVE-2025-5283,PUBLISHED,Chrome,2025-05-27T20:43:04.737Z,,Use after free in libvpx in Google Chrome prior to 137.0.7151.55 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: Medium),GOOGLE,Chrome,hot
CVE-2025-5296,PUBLISHED,schneider,2025-08-18T07:22:05.013Z,,"CWE-59: Improper Link Resolution Before File Access ('Link Following') vulnerability exists that could cause 
arbitrary data to be written to protected locations, potentially leading to escalation of privilege, arbitrary file 
corruption, exposure of application and system information or persistent denial of service when a low-privileged 
attacker tampers with the installation folder.",SCHNEIDER ELECTRIC,SESU,hot
CVE-2025-5302,PUBLISHED,@huntr_ai,2025-08-25T15:03:18.097Z,Denial of Service (DOS) in JSONReader in run-llama/llama_index,"A denial of service vulnerability exists in the JSONReader component of the run-llama/llama_index repository, specifically in version v0.12.37. The vulnerability is caused by uncontrolled recursion when parsing deeply nested JSON files, which can lead to Python hitting its maximum recursion depth limit. This results in high resource consumption and potential crashes of the Python process. The issue is resolved in version 0.12.38.",RUN-LLAMA,run-llama/llama_index,warm
CVE-2025-5306,PUBLISHED,PandoraFMS,2025-06-27T07:48:15.936Z,Command Injection in Netflow path,Improper Neutralization of Special Elements in the Netflow directory field may allow OS command injection. This issue affects Pandora FMS 774 through 778,PANDORA FMS,Pandora FMS,warm
CVE-2025-5307,PUBLISHED,icscert,2025-05-29T22:11:12.769Z,Santesoft Sante DICOM Viewer Pro Out-of-bounds Read,Santesoft Sante DICOM Viewer Pro contains a memory corruption vulnerability. A local attacker could exploit this issue to potentially disclose information and to execute arbitrary code on affected installations of Sante DICOM Viewer Pro.,SANTESOFT,Sante DICOM Viewer Pro,warm
CVE-2025-5309,PUBLISHED,BT,2025-06-16T16:06:14.413Z,Remote Support & Privileged Remote Access server side template injection,The chat feature within Remote Support (RS) and Privileged Remote Access (PRA) is vulnerable to a Server-Side Template Injection vulnerability which can lead to remote code execution.,BEYONDTRUST,Remote Support(RS) & Privileged Remote Access(PRA); Remote support & Privileged Remote Access,hot
CVE-2025-5310,PUBLISHED,icscert,2025-06-27T17:22:02.680Z,Dover Fueling Solutions ProGauge MagLink LX Consoles Missing Authentication for Critical Function,"Dover Fueling Solutions ProGauge MagLink LX Consoles expose an undocumented and unauthenticated target communication framework (TCF) interface on a specific port. Files can be created, deleted, or modified, potentially leading to remote code execution.",DOVER FUELING SOLUTIONS,ProGauge MagLink LX 4; ProGauge MagLink LX Plus; ProGauge MagLink LX Ultimate,hot
CVE-2025-5318,PUBLISHED,redhat,2025-06-24T14:10:07.188Z,Libssh: out-of-bounds read in sftp_handle(),"A flaw was found in the libssh library. An out-of-bounds read can be triggered in the sftp_handle function due to an incorrect comparison check that permits the function to access memory beyond the valid handle list and to return an invalid pointer, which is used in further processing. This vulnerability allows an authenticated remote attacker to potentially read unintended memory regions, exposing sensitive information or affect service behavior.",RED HAT,Red Hat Enterprise Linux 10; Red Hat Enterprise Linux 8; Red Hat Enterprise Linux 9; Red Hat OpenShift Container Platform 4,warm
CVE-2025-5333,PUBLISHED,symantec,2025-07-06T13:50:25.955Z,Unauthenticated Remote Code Execution in IT Management Suite,Remote attackers can execute arbitrary code in the context of the vulnerable service process.,BROADCOM,Symantec IT Management Suite,hot
CVE-2025-5335,PUBLISHED,autodesk,2025-06-10T14:50:15.088Z,Privilege Ecalation due to Untrusted Search Path Vulnerability,A maliciously crafted binary file when downloaded could lead to escalation of privileges to NT AUTHORITY/SYSTEM due to an untrusted search path being utilized in the Autodesk Installer application. Exploitation of this vulnerability may lead to code execution.,AUTODESK,Installer,warm
CVE-2025-5344,PUBLISHED,CERT-PL,2025-07-17T12:45:52.289Z,Exposed AIDL service allowing for tampering of system secure settings in Bluebird kiosk application,"Bluebird devices contain a pre-loaded kiosk application. This application exposes an unsecured service provider ""com.bluebird.kiosk.launcher.IpartnerKioskRemoteService"". A local attacker can bind to the AIDL-type service to modify device's global settings and wallpaper image.

This issue affects all versions before 1.1.2.",BLUEBIRD,com.bluebird.kiosk.launcher,warm
CVE-2025-5345,PUBLISHED,CERT-PL,2025-07-17T12:45:47.997Z,Exposed AIDL service allowing to read and delete files with system-level privileges in Bluebird filemanager application,"Bluebird devices contain a pre-loaded file manager application. This application exposes an unsecured service provider ""com.bluebird.system.koreanpost.IsdcardRemoteService"". A local attacker can bind to the AIDL-type service to copy and delete arbitrary files from device's storage with system-level permissions.

Version 1.4.4 is vulnerable, vendor reverted vulnerable versions to older version: 1.3.6",BLUEBIRD,com.bluebird.filemanagers,warm
CVE-2025-5349,PUBLISHED,Citrix,2025-06-17T12:32:24.670Z,NetScaler ADC?and NetScaler Gateway - Improper access control on the NetScaler Management Interface,Improper access control on the NetScaler Management Interface in NetScaler ADC?and NetScaler Gateway,NETSCALER,ADC,hot
CVE-2025-5382,PUBLISHED,DEVOLUTIONS,2025-06-05T13:37:05.463Z,,Improper access control in users MFA feature in Devolutions Server 2025.1.7.0 and earlier allows a user with user management permission to remove or change administrators MFA.,DEVOLUTIONS,Server,warm
CVE-2025-5399,PUBLISHED,curl,2025-06-07T07:49:09.370Z,WebSocket endless loop,"Due to a mistake in libcurl's WebSocket code, a malicious server can send a
particularly crafted packet which makes libcurl get trapped in an endless
busy-loop.

There is no other way for the application to escape or exit this loop other
than killing the thread/process.

This might be used to DoS libcurl-using application.",CURL,curl,hot
CVE-2025-5419,PUBLISHED,Chrome,2025-06-02T23:36:53.221Z,,Out of bounds read and write in V8 in Google Chrome prior to 137.0.7151.68 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),GOOGLE,Chrome,hot
CVE-2025-5449,PUBLISHED,redhat,2025-07-25T17:19:39.345Z,Libssh: integer overflow in libssh sftp server packet length validation leading to denial of service,"A flaw was found in the SFTP server message decoding logic of libssh. The issue occurs due to an incorrect packet length check that allows an integer overflow when handling large payload sizes on 32-bit systems. This issue leads to failed memory allocation and causes the server process to crash, resulting in a denial of service.",; RED HAT,; Red Hat Enterprise Linux 10; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7; Red Hat Enterprise Linux 8; Red Hat Enterprise Linux 9; Red Hat OpenShift Container Platform 4,warm
CVE-2025-5450,PUBLISHED,ivanti,2025-07-08T15:00:02.314Z,,Improper access control in the certificate management component of Ivanti Connect Secure before version 22.7R2.8 and Ivanti Policy Secure before version 22.7R1.5 allows a remote authenticated admin with read-only rights to modify settings that should be restricted.,IVANTI,Connect Secure; Policy Secure,warm
CVE-2025-5451,PUBLISHED,ivanti,2025-07-08T15:02:00.522Z,,A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.8 and Ivanti Policy Secure before version 22.7R1.5 allows a remote authenticated attacker with admin rights to trigger a denial of service.,IVANTI,Connect Secure; Policy Secure,warm
CVE-2025-5456,PUBLISHED,ivanti,2025-08-12T14:50:46.329Z,,"A buffer over-read vulnerability in Ivanti Connect Secure before 22.7R2.8 or 22.8R2, Ivanti Policy Secure before 22.7R1.5, Ivanti ZTA Gateway before 2.8R2.3-723 and Ivanti Neurons for Secure Access before 22.8R1.4 (Fix deployed on 02-Aug-2025) allows a remote unauthenticated attacker to trigger a denial of service. CWE-125",IVANTI,Connect Secure; Neurons for Secure; Policy Secure; ZTA Gateway,warm
CVE-2025-5462,PUBLISHED,ivanti,2025-08-12T14:56:19.798Z,,"A heap-based buffer overflow in Ivanti Connect Secure before 22.7R2.8 or 22.8R2, Ivanti Policy Secure before 22.7R1.5, Ivanti ZTA Gateway before 22.8R2.3-723 and Ivanti Neurons for Secure Access before 22.8R1.4 (Fix deployed on 02-Aug-2025) allows a remote unauthenticated attacker to trigger a denial of service.",IVANTI,Connect Secure; Neurons for Secure Access; Policy Secure; ZTA Gateway,warm
CVE-2025-5466,PUBLISHED,ivanti,2025-08-12T15:00:05.978Z,,"XEE in Ivanti Connect Secure before 22.7R2.8 or 22.8R2, Ivanti Policy Secure before 22.7R1.5, Ivanti ZTA Gateway before 22.8R2.3-723 and Ivanti Neurons for Secure Access before 22.8R1.4 (Fix deployed on 02-Aug-2025) allows a remote authenticated attacker with admin privileges to trigger a denial of service",IVANTI,Connect Secure; Neurons for Secure Access; Policy Secure; ZTA Gateway,warm
CVE-2025-5472,PUBLISHED,@huntr_ai,2025-07-07T09:55:56.730Z,Denial of Service via Uncontrolled Recursive JSON Parsing in JSONReader in run-llama/llama_index,"The JSONReader in run-llama/llama_index versions 0.12.28 is vulnerable to a stack overflow due to uncontrolled recursive JSON parsing. This vulnerability allows attackers to trigger a Denial of Service (DoS) by submitting deeply nested JSON structures, leading to a RecursionError and crashing applications. The root cause is the unsafe recursive traversal design and lack of depth validation, which makes the JSONReader susceptible to stack overflow when processing deeply nested JSON. This impacts the availability of services, making them unreliable and disrupting workflows. The issue is resolved in version 0.12.38.",RUN-LLAMA,run-llama/llama_index,warm
CVE-2025-5473,PUBLISHED,zdi,2025-06-06T18:44:38.495Z,GIMP ICO File Parsing Integer Overflow Remote Code Execution Vulnerability,"GIMP ICO File Parsing Integer Overflow Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of GIMP. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.

The specific flaw exists within the parsing of ICO files. The issue results from the lack of proper validation of user-supplied data, which can result in an integer overflow before writing to memory. An attacker can leverage this vulnerability to execute code in the context of the current process. Was ZDI-CAN-26752.",GIMP,GIMP,warm
CVE-2025-5474,PUBLISHED,zdi,2025-06-06T18:46:05.117Z,2BrightSparks SyncBackFree Link Following Local Privilege Escalation Vulnerability,"2BrightSparks SyncBackFree Link Following Local Privilege Escalation Vulnerability. This vulnerability allows local attackers to escalate privileges on affected installations of 2BrightSparks SyncBackFree. An attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability. User interaction on the part of an administrator is also required.

The specific flaw exists within the Mirror functionality. By creating a junction, an attacker can abuse the service to delete arbitrary files. An attacker can leverage this vulnerability to escalate privileges and execute arbitrary code in the context of SYSTEM. Was ZDI-CAN-26962.",2BRIGHTSPARKS,SyncBackFree,warm
CVE-2025-5475,PUBLISHED,zdi,2025-06-21T00:10:06.110Z,Sony XAV-AX8500 Bluetooth Packet Handling Integer Overflow Remote Code Execution Vulnerability,"Sony XAV-AX8500 Bluetooth Packet Handling Integer Overflow Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected Sony XAV-AX8500 devices. An attacker must first obtain the ability to pair a malicious Bluetooth device with the target system in order to exploit this vulnerability.

The specific flaw exists within the handling of Bluetooth packets. The issue results from the lack of proper validation of user-supplied data, which can result in an integer overflow before writing to memory. An attacker can leverage this vulnerability to execute code in the context of the elysian-bt-service process. Was ZDI-CAN-26283.",SONY,XAV-AX8500,hot
CVE-2025-5476,PUBLISHED,zdi,2025-06-21T00:09:49.419Z,Sony XAV-AX8500 Bluetooth Improper Isolation Authentication Bypass Vulnerability,"Sony XAV-AX8500 Bluetooth Improper Isolation Authentication Bypass Vulnerability. This vulnerability allows network-adjacent attackers to bypass authentication on affected Sony XAV-AX8500 devices. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the implementation of ACL-U links. The issue results from the lack of L2CAP channel isolation. An attacker can leverage this vulnerability to bypass authentication on the system. Was ZDI-CAN-26284.",SONY,XAV-AX8500,hot
CVE-2025-5477,PUBLISHED,zdi,2025-06-21T00:10:01.983Z,Sony XAV-AX8500 Bluetooth L2CAP Protocol Heap-based Buffer Overflow Remote Code Execution Vulnerability,"Sony XAV-AX8500 Bluetooth L2CAP Protocol Heap-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected Sony XAV-AX8500 devices. An attacker must first obtain the ability to pair a malicious Bluetooth device with the target system in order to exploit this vulnerability.

The specific flaw exists within the implementation of the Bluetooth L2CAP protocol. The issue results from the lack of proper validation of the length of user-supplied data prior to copying it to a heap-based buffer. An attacker can leverage this vulnerability to execute code in the context of the elysian-bt-service process. Was ZDI-CAN-26286.",SONY,XAV-AX8500,hot
CVE-2025-5478,PUBLISHED,zdi,2025-06-21T00:09:58.037Z,Sony XAV-AX8500 Bluetooth SDP Protocol Integer Overflow Remote Code Execution Vulnerability,"Sony XAV-AX8500 Bluetooth SDP Protocol Integer Overflow Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Sony XAV-AX8500 devices. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the implementation of the Bluetooth SDP protocol. The issue results from the lack of proper validation of user-supplied data, which can result in an integer overflow before allocating a buffer. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-26288.",SONY,XAV-AX8500,hot
CVE-2025-5479,PUBLISHED,zdi,2025-06-21T00:09:53.931Z,Sony XAV-AX8500 Bluetooth AVCTP Protocol Heap-based Buffer Overflow Remote Code Execution Vulnerability,"Sony XAV-AX8500 Bluetooth AVCTP Protocol Heap-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Sony XAV-AX8500 devices. An attacker must first obtain the ability to pair a malicious Bluetooth device with the target system in order to exploit this vulnerability.

The specific flaw exists within the implementation of the Bluetooth AVCTP protocol. The issue results from the lack of proper validation of the length of user-supplied data prior to copying it to a heap-based buffer. An attacker can leverage this vulnerability to execute code in the context of the current process. Was ZDI-CAN-26290.",SONY,XAV-AX8500,hot
CVE-2025-5480,PUBLISHED,zdi,2025-06-06T18:49:18.240Z,Action1 Uncontrolled Search Path Element Local Privilege Escalation Vulnerability,"Action1 Uncontrolled Search Path Element Local Privilege Escalation Vulnerability. This vulnerability allows local attackers to escalate privileges on affected installations of Action1.  An attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability.

The specific flaw exists within the configuration of OpenSSL. The product loads an OpenSSL configuration file from an unsecured location. An attacker can leverage this vulnerability to escalate privileges and execute arbitrary code in the context of SYSTEM. Was ZDI-CAN-26767.",ACTION1,Action1,warm
CVE-2025-5481,PUBLISHED,zdi,2025-06-06T18:49:48.435Z,Sante DICOM Viewer Pro DCM File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability,"Sante DICOM Viewer Pro DCM File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of Sante DICOM Viewer Pro. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.

The specific flaw exists within the parsing of DCM files. The issue results from the lack of proper validation of user-supplied data, which can result in a write  past the end of an allocated object. An attacker can leverage this vulnerability to execute code in the context of the current process. Was ZDI-CAN-26168.",SANTE,DICOM Viewer Pro,warm
CVE-2025-5484,PUBLISHED,icscert,2025-06-12T20:03:32.255Z,SinoTrack GPS Receiver Weak Authentication,"A username and password are required to authenticate to the central 
SinoTrack device management interface. The username for all devices is 
an identifier printed on the receiver. The default password is 
well-known and common to all devices. Modification of the default 
password is not enforced during device setup. A malicious actor can 
retrieve device identifiers with either physical access or by capturing 
identifiers from pictures of the devices posted on publicly accessible 
websites such as eBay.",SINOTRACK,IOT PC Platform,warm
CVE-2025-5491,PUBLISHED,twcert,2025-06-13T01:56:20.822Z,Acer ControlCenter - Remote Code Execution,"Acer ControlCenter contains Remote Code Execution vulnerability. The program exposes a Windows Named Pipe that uses a custom protocol to invoke internal functions. However, this Named Pipe is misconfigured, allowing remote users with low privileges to interact with it and access its features. One such feature enables the execution of arbitrary programs as NT AUTHORITY/SYSTEM. By leveraging this, remote attackers can execute arbitrary code on the target system with elevated privileges.",ACER,ControlCenter,hot
