cve	rating	assigner	published	title	description	vendor	product
CVE-2025-7427	warm	Arm	2025-07-22T09:52:56.703Z	Uncontrolled Search Path Element in Arm Development Studio before 2025	Uncontrolled Search Path Element in Arm Development Studio before 2025 may allow an attacker to perform a DLL hijacking attack. Successful exploitation could lead to local arbitrary code execution in the context of the user running Arm Development Studio.	ARM	Development Studio
CVE-2025-7497	warm	autodesk	2025-07-29T17:57:13.572Z	PRT File Parsing Out-of-Bounds Write Vulnerability	"A maliciously crafted PRT file, when parsed through certain Autodesk products, can force an Out-of-Bounds Write vulnerability. A malicious actor may leverage this vulnerability to cause a crash, cause data corruption, or execute arbitrary code in the context of the current process."	AUTODESK	Shared Components
CVE-2025-7503	warm	Toreon	2025-07-11T18:53:24.618Z		"An OEM IP camera manufactured by Shenzhen Liandian Communication Technology LTD exposes a Telnet service (port 23) with undocumented, default credentials. The Telnet service is enabled by default and is not disclosed or configurable via the device’s web interface or user manual. An attacker with network access can authenticate using default credentials and gain root-level shell access to the device. The affected firmware version is AppFHE1_V1.0.6.0 (Kernel: KerFHE1_PTZ_WIFI_V3.1.1, Hardware: HwFHE1_WF6_PTZ_WIFI_20201218). No official fix or firmware update is available, and the vendor could not be contacted. This vulnerability allows for remote code execution and privilege escalation."	SHENZHEN LIANDIAN COMMUNICATION TECHNOLOGY	V380 IP Camera / AppFHE1_V1.0.6.0
CVE-2025-7519	warm	redhat	2025-07-14T13:35:21.280Z	Polkit: xml policy file with a large number of nested elements may lead to out-of-bounds write	"A flaw was found in polkit. When processing an XML policy with 32 or more nested elements in depth, an out-of-bounds write can be triggered. This issue can lead to a crash or other unexpected behavior, and arbitrary code execution is not discarded. To exploit this flaw, a high-privilege account is needed as it's required to place the malicious policy file properly."	; RED HAT	; Red Hat Enterprise Linux 10; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7; Red Hat Enterprise Linux 8; Red Hat Enterprise Linux 9; Red Hat OpenShift Container Platform 4
CVE-2025-7619	warm	twcert	2025-07-14T03:00:59.905Z	WellChoose?BatchSignCS - Arbitrary File Write through Path Traversal	"BatchSignCS, a background Windows application developed by WellChoose, has an Arbitrary File Write vulnerability. If a user visits a malicious website while the application is running, remote attackers can write arbitrary files to any path and potentially lead to arbitrary code execution."	WELLCHOOSE	BatchSignCS
CVE-2025-7620	warm	twcert	2025-07-14T03:16:00.409Z	DSIC?Cross-browser Components for Official Document Creation - Remote Code Execution	"The cross-browser document creation component produced by Digitware System Integration Corporation has a Remote Code Execution vulnerability. If a user visits a malicious website while the component is active, remote attackers can cause the system to download and execute arbitrary programs."	DSIC	Cross-browser Components for Official Document Creation
CVE-2025-7622	warm	Axis	2025-08-12T05:09:23.834Z		"During an internal security assessment, a Server-Side Request Forgery (SSRF) vulnerability that allowed an authenticated attacker to access internal resources on the server was discovered."	AXIS COMMUNICATIONS AB	AXIS Camera Station; AXIS Camera Station Pro
CVE-2025-7675	warm	autodesk	2025-07-29T17:57:36.134Z	3DM File Parsing Out-of-Bounds Write Vulnerability	"A maliciously crafted 3DM file, when parsed through certain Autodesk products, can force an Out-of-Bounds Write vulnerability. A malicious actor may leverage this vulnerability to cause a crash, cause data corruption, or execute arbitrary code in the context of the current process."	AUTODESK	Shared Components
CVE-2025-7699	warm	ASUSTOR1	2025-07-16T09:41:12.220Z	An improper access control vulnerability  was found in the EZ Sync Manager of ADM	"An improper access control vulnerability  was found in the EZ Sync Manager of ADM, which allows authenticated users to copy arbitrary files from the server file system into their own EZSync folder. The vulnerability is due to a lack of authorization checks on the file parameter of the HTTP request. Attackers can exploit this flaw to access files outside their authorized scope, provided the file has readable permissions for other users on the underlying OS. This can lead to unauthorized exposure of sensitive data.
Affected products and versions include: from ADM 4.1.0 to ADM 4.3.3.RH61 as well as ADM 5.0.0.RIN1 and earlier."	ASUSTOR	ADM
CVE-2025-7703	warm	TECNOMobile	2025-07-16T09:13:39.156Z		Authentication vulnerability in the mobile application?tech.palm.id?may lead to the risk of information leakage.	TECNO	tech.palm.id
CVE-2025-7723	warm	TPLink	2025-07-22T20:42:56.916Z	Authenticated command injection on VIGI NVR1104H-4P V1 and VIGI NVR2016H-16MP V2	A command injection vulnerability exists that can be exploited after authentication in VIGI NVR1104H-4P V1 and VIGI NVR2016H-16MP V2.This issue affects VIGI NVR1104H-4P V1: before 1.1.5 Build 250518; VIGI NVR2016H-16MP V2: before 1.3.1 Build 250407.	TP-LINK SYSTEMS	VIGI NVR1104H-4P V1; VIGI NVR2016H-16MP V2
CVE-2025-7724	warm	TPLink	2025-07-22T20:43:18.637Z	Unauthenticated command injection on VIGI NVR1104H-4P V1 and VIGI NVR2016H-16MP V2	An unauthenticated OS command injection vulnerability exists in VIGI NVR1104H-4P V1 and VIGI NVR2016H-16MP V2.This issue affects VIGI NVR1104H-4P V1: before 1.1.5 Build 250518; VIGI NVR2016H-16MP V2: before 1.3.1 Build 250407.	TP-LINK SYSTEMS	VIGI NVR1104H-4P V1; VIGI NVR2016H-16MP V2
CVE-2025-7735	warm	twcert	2025-07-17T03:20:58.284Z	UNIMAX?Hospital Information System - SQL Injection	"The Hospital Information System developed by UNIMAX has a SQL Injection vulnerability, allowing unauthenticated remote attackers to inject arbitrary SQL commands to read database contents."	UNIMAX	Hospital Information System
CVE-2025-7742	warm	LGE	2025-07-24T23:28:32.443Z	Authentication Bypass in LG Innotek Camera	An authentication vulnerability exists in the LG Innotek camera model LNV5110R firmware that allows a malicious actor to upload an HTTP POST request to the devices non-volatile storage. This action may result in remote code execution that allows an attacker to run arbitrary commands on the target device at the administrator privilege level.	LG INNOTEK	Camera Model LNV5110R
CVE-2025-7766	warm	icscert	2025-07-22T21:44:10.227Z	Lantronix Provisioning Manager Improper Restriction of XML External Entity Reference	"Lantronix Provisioning Manager is vulnerable to XML external entity attacks in configuration files supplied by network devices, leading to unauthenticated remote code execution on hosts with Provisioning Manager installed."	LANTRONIX	Provisioning Manager
CVE-2025-7768	warm	icscert	2025-08-06T20:28:43.631Z	Use of Hard-coded Credentials in Tigo Energy Cloud Connect Advanced	"Tigo Energy's Cloud Connect Advanced (CCA) device contains hard-coded credentials that allow unauthorized users to gain administrative access. This vulnerability enables attackers to escalate privileges and take full control of the device, potentially modifying system settings, disrupting solar energy production, and interfering with safety mechanisms."	TIGO ENERGY	Cloud Connect Advanced
CVE-2025-7769	warm	icscert	2025-08-06T20:42:47.338Z	Improper Neutralization of Special Elements used in a Command ('Command Injection') in Tigo Energy Cloud Connect Advanced	"Tigo Energy's CCA is vulnerable to a command injection vulnerability in the /cgi-bin/mobile_api endpoint when the DEVICE_PING command is called, allowing remote code execution due to improper handling of user input. When used with default credentials, this enables attackers to execute arbitrary commands on the device that could cause potential unauthorized access, service disruption, and data exposure."	TIGO ENERGY	Cloud Connect Advanced
CVE-2025-7770	warm	icscert	2025-08-06T20:45:06.780Z	Predictable Seed in Pseudo-Random Number Generator (PRNG) in Tigo Energy Cloud Connect Advanced	"Tigo Energy's CCA device is vulnerable to insecure session ID generation in their remote API. The session IDs are generated using a predictable method based on the current timestamp, allowing attackers to recreate valid session IDs. When combined with the ability to circumvent session ID requirements for certain commands, this enables unauthorized access to sensitive device functions on connected solar optimization systems."	TIGO ENERGY	Cloud Connect Advanced
CVE-2025-7771	warm	Kaspersky	2025-08-06T09:35:00.684Z	Code Execution / Escalation of Privileges in ThrottleStop	"ThrottleStop.sys, a legitimate driver, exposes two IOCTL interfaces that allow arbitrary read and write access to physical memory via the MmMapIoSpace function. This insecure implementation can be exploited by a malicious user-mode application to patch the running Windows kernel and invoke arbitrary kernel functions with ring-0 privileges. The vulnerability enables local attackers to execute arbitrary code in kernel context, resulting in privilege escalation and potential follow-on attacks, such as disabling security software or bypassing kernel-level protections. ThrottleStop.sys version 3.0.0.0 and possibly others are affected. Apply updates per vendor instructions."	TECHPOWERUP	ThrottleStop
CVE-2025-7777	warm	redhat	2025-08-20T11:38:59.459Z	Mirror-registry: host header injection in mirror-registry	"The mirror-registry doesn't properly sanitize the host header HTTP header in HTTP request received, allowing an attacker to perform malicious redirects to attacker-controlled domains or phishing campaigns."	RED HAT	mirror registry for Red Hat OpenShift
CVE-2025-7784	warm	redhat	2025-07-18T13:48:45.713Z	Org.keycloak/keycloak-services: privilege escalation in keycloak admin console (fgapv2 enabled)	"A flaw was found in the Keycloak identity and access management system when Fine-Grained Admin Permissions(FGAPv2) are enabled. An administrative user with the manage-users role can escalate their privileges to realm-admin due to improper privilege enforcement. This vulnerability allows unauthorized elevation of access rights, compromising the intended separation of administrative duties and posing a security risk to the realm."	RED HAT	Red Hat JBoss Enterprise Application Platform 8; Red Hat JBoss Enterprise Application Platform Expansion Pack; Red Hat Single Sign-On 7; Red Hat build of Keycloak 26; Red Hat build of Keycloak 26.2
CVE-2025-7848	warm	NI	2025-07-29T21:24:32.568Z	Missing input check in lvpict.cpp used in NI LabVIEW	A memory corruption vulnerability due to improper input validation in lvpict.cpp exists in NI LabVIEW that may result in arbitrary code execution.  Successful exploitation requires an attacker to get a user to open a specially crafted VI.  This vulnerability affects NI LabVIEW 2025 Q1 and prior versions.	NI	LabVIEW
CVE-2025-7849	warm	NI	2025-07-29T21:27:20.080Z	Memory Corruption Issue in NI LabVIEW due to improper error handling	A memory corruption vulnerability due to improper error handling when a VILinkObj is null exists in NI LabVIEW that may result in arbitrary code execution.  Successful exploitation requires an attacker to get a user to open a specially crafted VI.  This vulnerability affects NI LabVIEW 2025 Q1 and prior versions.	NI	LabVIEW
CVE-2025-7917	warm	twcert	2025-07-21T06:08:38.612Z	Simopro Technology?WinMatrix3 Web package - Arbitrary File Upload	"WinMatrix3 Web package developed by Simopro Technology has an Arbitrary File Upload vulnerability, allowing remote attackers with administrator privileges to upload and execute web shell backdoors, thereby enabling arbitrary code execution on the server."	SIMOPRO TECHNOLOGY	WinMatrix3 Web package
CVE-2025-7919	warm	twcert	2025-07-21T06:16:00.562Z	Simopro Technology?WinMatrix3 Web package - SQL Injection	"WinMatrix3 Web package developed by Simopro Technology has a SQL Injection vulnerability, allowing unauthenticated remote attackers to inject arbitrary SQL commands to read, modify, and delete database contents."	SIMOPRO TECHNOLOGY	WinMatrix3 Web package
CVE-2025-7920	warm	twcert	2025-07-21T06:59:23.110Z	Simopro Technology?WinMatrix3 Web package - Reflected Cross-Site Scripting	"WinMatrix3 Web package developed by Simopro Technology has a Reflected Cross-site Scripting vulnerability, allowing unauthenticated remote attackers to execute arbitrary JavaScript codes in user's browser through phishing attacks."	SIMOPRO TECHNOLOGY	WinMatrix3 Web package
CVE-2025-7954	warm	SEC-VLab	2025-08-06T07:16:09.712Z	Race Condition in Shopware Voucher Submission	A race condition vulnerability has been identified in Shopware's voucher system of Shopware v6.6.10.4 that allows attackers to bypass intended voucher restrictions and exceed usage limitations.	SHOPWARE	Shopware
CVE-2025-8070	warm	ASUSTOR1	2025-07-23T07:26:03.531Z	Windows service registered with an unquoted ImagePath vulnerability in the system registry	"The Windows service configuration of ABP and AES contains an unquoted ImagePath registry value vulnerability. This allows a local attacker to execute arbitrary code by placing a malicious executable in a predictable location such as C:\Program.exe. If the service runs with elevated privileges, exploitation results in privilege escalation to SYSTEM level. This vulnerability arises from an unquoted service path affecting systems where the executable resides in a path containing spaces.
Affected products and versions include: ABP 2.0.7.6130 and earlier as well as AES 1.0.6.6133 and earlier."	ASUSTOR	ABP and AES
CVE-2025-8107	warm	OB	2025-07-24T07:12:13.878Z		"In OceanBase's Oracle tenant mode, a malicious user with specific privileges can achieve privilege escalation to SYS-level access by executing carefully crafted commands.




This vulnerability only affects OceanBase tenants in Oracle mode. Tenants in MySQL mode are unaffected."	OB	OceanBase Server
CVE-2025-8109	warm	imaginationtech	2025-08-04T13:14:20.850Z	GPU DDK - GPU shader shared memory corrupted using ptrace to disrupt GPU operation	Software installed and run as a non-privileged user may conduct ptrace system calls to issue writes to GPU origin read only memory.	IMAGINATION TECHNOLOGIES	Graphics DDK
CVE-2025-8183	warm	GitLab	2025-07-25T09:33:41.854Z	NULL Pointer Dereference in µD3TN	NULL Pointer Dereference in µD3TN via non-singleton destination Endpoint Identifier allows remote attacker to reliably cause DoS	D3TN GMBH	µD3TN
CVE-2025-8286	warm	icscert	2025-07-31T19:23:37.557Z	Güralp Systems FMUS Series and MIN Series Devices	"The affected products expose an unauthenticated Telnet-based command line interface that could allow an attacker to modify hardware configurations, manipulate data, or factory reset the device."	GÜRALP SYSTEMS	Güralp FMUS Series; MIN Series Devices
CVE-2025-8296	warm	ivanti	2025-08-12T14:33:47.566Z		"SQL injection in Ivanti Avalanche before version 6.4.8.8008 allows a remote authenticated attacker with admin privileges to execute arbitrary SQL queries. In certain conditions, this can also lead to remote code execution"	IVANTI	Avalanche
CVE-2025-8297	warm	ivanti	2025-08-12T14:37:23.954Z		Incomplete restriction of configuration in Ivanti Avalanche before version 6.4.8.8008 allows a remote authenticated attacker with admin privileges to achieve remote code execution	IVANTI	Avalanche
CVE-2025-8310	warm	ivanti	2025-08-12T14:42:31.728Z		Missing authorization in the admin console of Ivanti Virtual Application Delivery Controller before version 22.9 allows a remote authenticated attacker to take over admin accounts by resetting the password	IVANTI	Virtual Application Delivery ControllerCWE-862
CVE-2025-8322	warm	twcert	2025-07-30T02:49:22.021Z	Ventem?e-School - Missing Authorization	"The e-School from Ventem has a Missing Authorization vulnerability, allowing remote attackers with regular privilege to access administrator functions, including creating, modifying, and deleting accounts. They can even escalate any account to system administrator privilege."	VENTEM	e-School
CVE-2025-8323	warm	twcert	2025-07-30T02:54:07.404Z	Ventem?e-School - Arbitrary File Upload	"The e-School from Ventem has a Arbitrary File Upload vulnerability, allowing unauthenticated remote attackers to upload and execute web shell backdoors, thereby enabling arbitrary code execution on the server."	VENTEM	e-School
CVE-2025-8353	warm	DEVOLUTIONS	2025-07-30T16:06:46.196Z		UI synchronization issue in the Just-in-Time (JIT) access request approval interface in Devolutions Server 2025.2.4.0 and earlier allows a remote authenticated attacker to gain unauthorized access to deleted JIT Groups via stale UI state during standard checkout request processing.	DEVOLUTIONS	Server
CVE-2025-8393	warm	icscert	2025-08-08T16:23:19.199Z	Dreame Technology iOS and Android Mobile Applications Improper Certificate Validation	"A TLS vulnerability exists in the phone application used to manage a 
connected device. The phone application accepts self-signed certificates
 when establishing TLS communication which may result in 
man-in-the-middle attacks on untrusted networks. Captured communications
 may include user credentials and sensitive session tokens."	DREAME TECHNOLOGY	Dreamehome Android app; Dreamehome iOS app; MOVAhome iOS app
CVE-2025-8415	warm	redhat	2025-08-20T16:14:33.566Z	Cryostat: authentication bypass if network policies are disabled	"A vulnerability was found in the Cryostat HTTP API. Cryostat's HTTP API binds to all network interfaces, allowing possible external visibility and access to the API port if Network Policies are disabled, allowing an unauthenticated, malicious attacker to jeopardize the environment."	RED HAT	Cryostat 4
CVE-2025-8419	warm	redhat	2025-08-06T17:10:02.560Z	Org.keycloak/keycloak-services: keycloak smtp inject vulnerability	"A vulnerability was found in Keycloak-services. Special characters used during e-mail registration may perform SMTP Injection and unexpectedly send short unwanted e-mails. The email is limited to 64 characters (limited local part of the email), so the attack is limited to very shorts emails (subject and little data, the example is 60 chars). This flaw's only direct consequence is an unsolicited email being sent from the Keycloak server. However, this action could be a precursor for more sophisticated attacks."	RED HAT	Red Hat Build of Keycloak
CVE-2025-8426	warm	zdi	2025-07-31T17:57:54.748Z	Marvell QConvergeConsole compressConfigFiles Directory Traversal Information Disclosure and Denial-of-Service Vulnerability	"Marvell QConvergeConsole compressConfigFiles Directory Traversal Information Disclosure and Denial-of-Service Vulnerability. This vulnerability allows remote attackers to disclose sensitive information or to create a denial-of-service condition on affected installations of Marvell QConvergeConsole. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the implementation of the compressConfigFiles method. The issue results from the lack of proper validation of a user-supplied path prior to using it in file operations. An attacker can leverage this vulnerability to disclose sensitive information or to create a denial-of-service condition on the system. Was ZDI-CAN-24915."	MARVELL	QConvergeConsole
CVE-2025-8448	warm	schneider	2025-08-20T13:58:53.818Z		CWE-200: Exposure of Sensitive Information to an Unauthorized Actor vulnerability exists that could cause unauthorized access to sensitive credential data when an attacker is able to capture local SMB traffic between a valid user within the BMS network and the vulnerable products.	SCHNEIDER ELECTRIC	EcoStruxureTM Building Operation Enterprise Server; EcoStruxureTM Enterprise Server; EcoStruxureTM Workstation
CVE-2025-8450	warm	Fortra	2025-08-19T18:01:14.137Z	Unrestricted File Upload in FileCatalyst	Improper Access Control issue in the Workflow component of Fortra's FileCatalyst allows unauthenticated users to upload arbitrary files via the order forms page.	FORTRA	FileCatalyst
