cve,published,title,description,vendor,product,score,severity,rating
CVE-2025-22137,2025-01-08 16:08:21.751000+00:00,Arbitrary File Overwrite via HTTP POST in Pingvin Share,"Pingvin Share is a self-hosted file sharing platform and an alternative for WeTransfer. This vulnerability allows an authenticated or unauthenticated (if anonymous shares are allowed) user to overwrite arbitrary files on the server, including sensitive system files, via HTTP POST requests. The issue has been patched in version 1.4.0.",stonith404,pingvin-share,9.8,CRITICAL,cold
CVE-2025-22136,2025-01-08 16:02:01.460000+00:00,Tabby has a TCC Bypass via Misconfigured Node Fuses,"Tabby (formerly Terminus) is a highly configurable terminal emulator. Prior to 1.0.217 , Tabby enables several high-risk Electron Fuses, including RunAsNode, EnableNodeCliInspectArguments, and EnableNodeOptionsEnvironmentVariable. These fuses create potential code injection vectors even though the application is signed with hardened runtime and lacks dangerous entitlements such as com.apple.security.cs.disable-library-validation and com.apple.security.cs.allow-dyld-environment-variables. This vulnerability is fixed in 1.0.217.",Eugeny,tabby,,,warm
CVE-2025-22130,2025-01-08 15:43:05.244000+00:00,Soft Serve allows path traversal attacks,"Soft Serve is a self-hostable Git server for the command line. Prior to 0.8.2 , a path traversal attack allows existing non-admin users to access and take over other user's repositories. A malicious user then can modify, delete, and arbitrarily repositories as if they were an admin user without explicitly giving them permissions. This is patched in v0.8.2.",charmbracelet,soft-serve,,,warm
CVE-2025-21102,2025-01-08 11:25:48.282000+00:00,,"Dell VxRail, versions 7.0.000 through 7.0.532, contain(s) a Plaintext Storage of a Password vulnerability. A high privileged attacker with local access could potentially exploit this vulnerability, leading to Information exposure.",Dell,Dell VxRail HCI,7.5,HIGH,cold
CVE-2025-22215,2025-01-08 06:43:32.023000+00:00,VMSA-2025-0001: VMware Aria automation update addresses a server side request forgery vulnerability (CVE-2025-22215),"VMware Aria Automation contains a server-side request forgery (SSRF) vulnerability. A malicious actor with ""Organization Member"" access to Aria Automation may exploit this vulnerability enumerate internal services running on the host/network.",VMware,VMware Aria Automation; VMware Cloud Foundation (VMware Aria Automation),4.3,MEDIUM,hot
CVE-2025-21603,2025-01-08 03:30:50.390000+00:00,,"Cross-site scripting vulnerability exists in MZK-DP300N firmware versions 1.05 and earlier. If an attacker logs in to the affected product and manipulates the device settings, an arbitrary script may be executed on the logged-in user's web browser when accessing a crafted URL.",PLANEX COMMUNICATIONS INC.,MZK-DP300N,,,warm
CVE-2025-22133,2025-01-07 22:07:13.958000+00:00,WeGIA Allows Arbitrary File Upload with Remote Code Execution (RCE),"WeGIA is a web manager for charitable institutions. Prior to 3.2.8, a critical vulnerability was identified in the /WeGIA/html/socio/sistema/controller/controla_xlsx.php endpoint. The endpoint accepts file uploads without proper validation, allowing the upload of malicious files, such as .phar, which can then be executed by the server. This vulnerability is fixed in 3.2.8.",nilsonLazarin,WeGIA,10,CRITICAL,warm
CVE-2025-22132,2025-01-07 22:04:41.805000+00:00,WeGIA has a Cross-Site Scripting (XSS) in File Upload Field,"WeGIA is a web manager for charitable institutions. A Cross-Site Scripting (XSS) vulnerability was identified in the file upload functionality of the WeGIA/html/socio/sistema/controller/controla_xlsx.php endpoint. By uploading a file containing malicious JavaScript code, an attacker can execute arbitrary scripts in the context of a victim's browser. This can lead to information theft, session hijacking, and other forms of client-side exploitation. This vulnerability is fixed in 3.2.7.",nilsonLazarin,WeGIA,8.3,HIGH,warm
CVE-2025-0218,2025-01-07 19:18:02.865000+00:00,pgAgent scheduled batch job scripts are created in a predictable temporary directory potentially allowing a denial of service,"When batch jobs are executed by pgAgent, a script is created in a temporary directory and then executed. In versions of pgAgent prior to 4.2.3, an insufficiently seeded random number generator is used when generating the directory name, leading to the possibility for a local attacker to pre-create the directory and thus prevent pgAgent from executing jobs, disrupting scheduled tasks.",n/a,pgAgent,5.5,MEDIUM,cold
CVE-2025-0301,2025-01-07 18:00:13.626000+00:00,code-projects Online Book Shop subcat.php cross site scripting,"A vulnerability, which was classified as problematic, has been found in code-projects Online Book Shop 1.0. Affected by this issue is some unknown functionality of the file /subcat.php. The manipulation of the argument catnm leads to cross site scripting. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.",code-projects,Online Book Shop,3.5,LOW,cold
CVE-2025-0300,2025-01-07 17:00:20.613000+00:00,code-projects Online Book Shop subcat.php sql injection,A vulnerability classified as critical was found in code-projects Online Book Shop 1.0. Affected by this vulnerability is an unknown functionality of the file /subcat.php. The manipulation of the argument cat leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used.,code-projects,Online Book Shop,6.3,MEDIUM,cold
CVE-2025-22306,2025-01-07 16:58:59.533000+00:00,WordPress Link Whisper Free plugin <= 0.7.7 - Sensitive Data Exposure vulnerability,Insertion of Sensitive Information into Externally-Accessible File or Directory vulnerability in Link Whisper Link Whisper Free.This issue affects Link Whisper Free: from n/a through 0.7.7.,Link Whisper,Link Whisper Free,5.3,MEDIUM,cold
CVE-2025-22363,2025-01-07 16:57:15.195000+00:00,WordPress Allada T-shirt Designer for Woocommerce plugin <= 1.1 - Broken Access Control vulnerability,Missing Authorization vulnerability in ORION Allada T-shirt Designer for Woocommerce.This issue affects Allada T-shirt Designer for Woocommerce: from n/a through 1.1.,ORION,Allada T-shirt Designer for Woocommerce,5.3,MEDIUM,cold
CVE-2025-22296,2025-01-07 16:56:29.929000+00:00,WordPress Hash Elements plugin <= 1.4.9 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in HashThemes Hash Elements.This issue affects Hash Elements: from n/a through 1.4.9.,HashThemes,Hash Elements,6.5,MEDIUM,cold
CVE-2025-22319,2025-01-07 16:55:11.441000+00:00,WordPress MashShare plugin <= 4.0.47 - Broken Access Control vulnerability,Missing Authorization vulnerability in DearHive Social Media Share Buttons | MashShare.This issue affects Social Media Share Buttons | MashShare: from n/a through 4.0.47.,DearHive,Social Media Share Buttons | MashShare,4.3,MEDIUM,cold
CVE-2025-22334,2025-01-07 16:54:20.165000+00:00,WordPress Education LMS theme <= 0.0.7 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in FilaThemes Education LMS allows Stored XSS.This issue affects Education LMS: from n/a through 0.0.7.,FilaThemes,Education LMS,6.5,MEDIUM,cold
CVE-2025-22354,2025-01-07 16:52:52.863000+00:00,WordPress Digi Store theme <= 1.1.4 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Code Themes Digi Store allows DOM-Based XSS.This issue affects Digi Store: from n/a through 1.1.4.,Code Themes,Digi Store,6.5,MEDIUM,cold
CVE-2025-22365,2025-01-07 16:51:15.500000+00:00,WordPress EMC2 Alert Boxes Plugin <= 1.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Eric McNiece EMC2 Alert Boxes allows Stored XSS.This issue affects EMC2 Alert Boxes: from n/a through 1.3.,Eric McNiece,EMC2 Alert Boxes,6.5,MEDIUM,cold
CVE-2025-22500,2025-01-07 16:50:10.663000+00:00,WordPress Alpha Price Table For Elementor plugin <= 1.0.8 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Ali Ali Alpha Price Table For Elementor allows DOM-Based XSS.This issue affects Alpha Price Table For Elementor: from n/a through 1.0.8.,Ali Ali,Alpha Price Table For Elementor,6.5,MEDIUM,cold
CVE-2025-22350,2025-01-07 16:48:44.712000+00:00,WordPress Indeed Ultimate Learning Pro plugin <= 3.9 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in WpIndeed Ultimate Learning Pro allows SQL Injection.This issue affects Ultimate Learning Pro: from n/a through 3.9.,WpIndeed,Ultimate Learning Pro,7.6,HIGH,warm
CVE-2025-22621,2025-01-07 16:48:32.866000+00:00,Privilege escalation for users who hold the “splunk_app_soar“ role in the Splunk App for SOAR,"In versions 1.0.67 and lower of the Splunk App for SOAR, the Splunk documentation for that app recommended adding the `admin_all_objects` capability to the `splunk_app_soar` role. This addition could lead to improper access control for a low-privileged user that does not hold the ""admin""  Splunk roles.",Splunk,Splunk App for SOAR,6.4,MEDIUM,cold
CVE-2025-0299,2025-01-07 16:31:06.280000+00:00,code-projects Online Book Shop search_result.php sql injection,A vulnerability classified as critical has been found in code-projects Online Book Shop 1.0. Affected is an unknown function of the file /search_result.php. The manipulation of the argument s leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.,code-projects,Online Book Shop,6.3,MEDIUM,cold
CVE-2025-0247,2025-01-07 16:07:07.636000+00:00,,Memory safety bugs present in Firefox 133 and Thunderbird 133. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 134 and Thunderbird < 134.,Mozilla,Firefox; Thunderbird,,,warm
CVE-2025-0243,2025-01-07 16:07:07.372000+00:00,,"Memory safety bugs present in Firefox 133, Thunderbird 133, Firefox ESR 128.5, and Thunderbird 128.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 134, Firefox ESR < 128.6, Thunderbird < 134, and Thunderbird < 128.6.",Mozilla,Firefox; Firefox ESR; Thunderbird,,,warm
CVE-2025-0242,2025-01-07 16:07:07.093000+00:00,,"Memory safety bugs present in Firefox 133, Thunderbird 133, Firefox ESR 115.18, Firefox ESR 128.5, Thunderbird 115.18, and Thunderbird 128.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 134, Firefox ESR < 128.6, Firefox ESR < 115.19, Thunderbird < 134, and Thunderbird < 128.6.",Mozilla,Firefox; Firefox ESR; Thunderbird,,,warm
CVE-2025-0241,2025-01-07 16:07:06.824000+00:00,,"When segmenting specially crafted text, segmentation would corrupt memory leading to a potentially exploitable crash. This vulnerability affects Firefox < 134, Firefox ESR < 128.6, Thunderbird < 134, and Thunderbird < 128.6.",Mozilla,Firefox; Firefox ESR; Thunderbird,,,warm
CVE-2025-0240,2025-01-07 16:07:06.551000+00:00,,"Parsing a JavaScript module as JSON could, under some circumstances, cause cross-compartment access, which may result in a use-after-free. This vulnerability affects Firefox < 134, Firefox ESR < 128.6, Thunderbird < 134, and Thunderbird < 128.6.",Mozilla,Firefox; Firefox ESR; Thunderbird,,,warm
CVE-2025-0239,2025-01-07 16:07:06.317000+00:00,,"When using Alt-Svc, ALPN did not properly validate certificates when the original server is redirecting to an insecure site. This vulnerability affects Firefox < 134, Firefox ESR < 128.6, Thunderbird < 134, and Thunderbird < 128.6.",Mozilla,Firefox; Firefox ESR; Thunderbird,,,warm
CVE-2025-0238,2025-01-07 16:07:06.043000+00:00,,"Assuming a controlled failed memory allocation, an attacker could have caused a use-after-free, leading to a potentially exploitable crash. This vulnerability affects Firefox < 134, Firefox ESR < 128.6, Firefox ESR < 115.19, Thunderbird < 134, and Thunderbird < 128.6.",Mozilla,Firefox; Firefox ESR; Thunderbird,,,warm
CVE-2025-0237,2025-01-07 16:07:05.787000+00:00,,"The WebChannel API, which is used to transport various information across processes, did not check the sending principal but rather accepted the principal being sent. This could have led to privilege escalation attacks. This vulnerability affects Firefox < 134, Firefox ESR < 128.6, Thunderbird < 134, and Thunderbird < 128.6.",Mozilla,Firefox; Firefox ESR; Thunderbird,,,warm
CVE-2025-0246,2025-01-07 16:07:05.551000+00:00,,"When using an invalid protocol scheme, an attacker could spoof the address bar. 
*Note: This issue only affected Android operating systems. Other operating systems are unaffected.*
*Note: This issue is a different issue from CVE-2025-0244. This vulnerability affects Firefox < 134.",Mozilla,Firefox,,,warm
CVE-2025-0245,2025-01-07 16:07:05.265000+00:00,,"Under certain circumstances, a user opt-in setting that Focus should require authentication before use could have been be bypassed. This vulnerability affects Firefox < 134.",Mozilla,Firefox,,,cold
CVE-2025-0244,2025-01-07 16:07:04.905000+00:00,,"When redirecting to an invalid protocol scheme, an attacker could spoof the address bar. 
*Note: This issue only affected Android operating systems. Other operating systems are unaffected.* This vulnerability affects Firefox < 134.",Mozilla,Firefox,,,cold
CVE-2025-0298,2025-01-07 16:00:08.845000+00:00,code-projects Online Book Shop process_login.php sql injection,A vulnerability was found in code-projects Online Book Shop 1.0. It has been rated as critical. This issue affects some unknown processing of the file /process_login.php. The manipulation of the argument usernm leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.,code-projects,Online Book Shop,6.3,MEDIUM,cold
CVE-2025-21624,2025-01-07 15:46:11.169000+00:00,ClipBucket V5 Playlist Cover File Upload to Remote Code Execution,"ClipBucket V5 provides open source video hosting with PHP. Prior to 5.5.1 - 239, a file upload vulnerability exists in the Manage Playlist functionality of the application, specifically surrounding the uploading of playlist cover images. Without proper checks, an attacker can upload a PHP script file instead of an image file, thus allowing a webshell or other malicious files to be stored and executed on the server. This attack vector exists in both the admin area and low-level user area. This vulnerability is fixed in 5.5.1 - 239.",MacWarrior,clipbucket-v5,9.8,CRITICAL,cold
CVE-2025-21623,2025-01-07 15:43:11.353000+00:00,ClipBucket V5 Unauthenticated Template Directory Update to Denial-of-Service,"ClipBucket V5 provides open source video hosting with PHP. Prior to 5.5.1 - 238, ClipBucket V5 allows unauthenticated attackers to change the template directory via a directory traversal, which results in a denial of service.",MacWarrior,clipbucket-v5,7.5,HIGH,hot
CVE-2025-21622,2025-01-07 15:33:40.680000+00:00,ClipBucket V5 Avatar URL Path Traversal to Arbitrary File Delete,"ClipBucket V5 provides open source video hosting with PHP. During the user avatar upload workflow, a user can choose to upload and change their avatar at any time. During deletion, ClipBucket checks for the avatar_url as a filepath within the avatars subdirectory. If the URL path exists within the avatars directory, ClipBucket will delete it. There is no check for path traversal sequences in the provided user input (stored in the DB as avatar_url) therefore the final $file variable could be tainted with path traversal sequences. This leads to file deletion outside of the intended scope of the avatars folder. This vulnerability is fixed in 5.5.1 - 237.",MacWarrior,clipbucket-v5,7.5,HIGH,cold
CVE-2025-0297,2025-01-07 15:00:13.864000+00:00,code-projects Online Book Shop detail.php sql injection,A vulnerability was found in code-projects Online Book Shop 1.0. It has been declared as critical. This vulnerability affects unknown code of the file /detail.php. The manipulation of the argument id leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used.,code-projects,Online Book Shop,6.3,MEDIUM,cold
CVE-2025-22294,2025-01-07 14:57:40.287000+00:00,WordPress Custom Field For WP Job Manager plugin <= 1.3 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Gravity Master Custom Field For WP Job Manager allows Reflected XSS.This issue affects Custom Field For WP Job Manager: from n/a through 1.3.,Gravity Master,Custom Field For WP Job Manager,7.1,HIGH,cold
CVE-2025-22335,2025-01-07 14:57:39.531000+00:00,WordPress Opencart Product in WP plugin <= 1.0.1 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Md. Rajib Dewan Opencart Product in WP allows Reflected XSS.This issue affects Opencart Product in WP: from n/a through 1.0.1.,Md. Rajib Dewan,Opencart Product in WP,7.1,HIGH,cold
CVE-2025-22338,2025-01-07 14:57:38.802000+00:00,WordPress WP-tagMaker plugin <= 0.2.2 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in lich_wang WP-tagMaker allows Reflected XSS.This issue affects WP-tagMaker: from n/a through 0.2.2.,lich_wang,WP-tagMaker,7.1,HIGH,cold
CVE-2025-22502,2025-01-07 14:57:38.258000+00:00,WordPress MindValley Super PageMash Plugin <= 1.1 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Mindvalley MindValley Super PageMash allows SQL Injection.This issue affects MindValley Super PageMash: from n/a through 1.1.,Mindvalley,MindValley Super PageMash,7.6,HIGH,warm
CVE-2025-22503,2025-01-07 14:57:37.736000+00:00,WordPress Admin debug wordpress – enable debug Plugin <= 1.0.13 - Cross Site Request Forgery vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Digital Zoom Studio Admin debug wordpress – enable debug allows Cross Site Request Forgery.This issue affects Admin debug wordpress – enable debug: from n/a through 1.0.13.,Digital Zoom Studio,Admin debug wordpress – enable debug,4.3,MEDIUM,cold
CVE-2025-22507,2025-01-07 14:57:37.163000+00:00,WordPress WPMU Prefill Post Plugin <= 1.02 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Benjamin Santalucia (ben@woow-fr.com) WPMU Prefill Post allows SQL Injection.This issue affects WPMU Prefill Post: from n/a through 1.02.,Benjamin Santalucia (ben@woow-fr.com),WPMU Prefill Post,7.6,HIGH,warm
CVE-2025-22511,2025-01-07 14:57:36.630000+00:00,WordPress Slides & Presentations Plugin <= 0.0.39 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Ella van Durpe Slides & Presentations allows Stored XSS.This issue affects Slides & Presentations: from n/a through 0.0.39.,Ella van Durpe,Slides & Presentations,6.5,MEDIUM,cold
CVE-2025-22512,2025-01-07 14:57:36.128000+00:00,WordPress Help Scout Plugin <= 6.5.1 - Broken Access Control vulnerability,Missing Authorization vulnerability in Sprout Apps Help Scout allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Help Scout: from n/a through 6.5.1.,Sprout Apps,Help Scout,4.3,MEDIUM,cold
CVE-2025-22515,2025-01-07 14:57:35.619000+00:00,WordPress Show Google Analytics widget plugin <= 1.5.4 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Simon Chuang Show Google Analytics widget allows Stored XSS.This issue affects Show Google Analytics widget: from n/a through 1.5.4.,Simon Chuang,Show Google Analytics widget,6.5,MEDIUM,cold
CVE-2025-22516,2025-01-07 14:57:35.075000+00:00,WordPress Metadata SEO plugin <= 2.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Hitesh Patel Metadata SEO allows Stored XSS.This issue affects Metadata SEO: from n/a through 2.3.,Hitesh Patel,Metadata SEO,6.5,MEDIUM,cold
CVE-2025-22517,2025-01-07 14:57:34.570000+00:00,WordPress List Pages at Depth plugin <= 1.5 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Ben Huson List Pages at Depth allows Stored XSS.This issue affects List Pages at Depth: from n/a through 1.5.,Ben Huson,List Pages at Depth,6.5,MEDIUM,cold
CVE-2025-22518,2025-01-07 14:57:34.012000+00:00,WordPress Justified Image Gallery plugin <= 1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in KentoThemes Justified Image Gallery allows Stored XSS.This issue affects Justified Image Gallery: from n/a through 1.0.,KentoThemes,Justified Image Gallery,6.5,MEDIUM,cold
CVE-2025-22519,2025-01-07 14:57:33.405000+00:00,WordPress eDoc Easy Tables Plugin <= 1.29 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in eDoc Intelligence LLC eDoc Easy Tables allows SQL Injection.This issue affects eDoc Easy Tables: from n/a through 1.29.,eDoc Intelligence LLC,eDoc Easy Tables,8.5,HIGH,warm
CVE-2025-22520,2025-01-07 14:57:32.859000+00:00,WordPress Tock Widget Plugin <= 1.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Tock Tock Widget allows Cross Site Request Forgery.This issue affects Tock Widget: from n/a through 1.1.,Tock,Tock Widget,7.1,HIGH,cold
CVE-2025-22522,2025-01-07 14:57:31.285000+00:00,WordPress SingSong plugin <= 1.2 - CSRF to Stored XSS vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Roya Khosravi SingSong allows Stored XSS.This issue affects SingSong: from n/a through 1.2.,Roya Khosravi,SingSong,7.1,HIGH,cold
CVE-2025-22524,2025-01-07 14:57:30.503000+00:00,WordPress فرم ساز فرم افزار Plugin <= 2.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in instaform.ir فرم ساز فرم افزار allows Stored XSS.This issue affects فرم ساز فرم افزار: from n/a through 2.0.,instaform.ir,فرم ساز فرم افزار,6.5,MEDIUM,cold
CVE-2025-22525,2025-01-07 14:57:29.747000+00:00,WordPress Donation Block For PayPal Plugin <= 2.2.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in bharatkambariya Donation Block For PayPal allows Stored XSS.This issue affects Donation Block For PayPal: from n/a through 2.2.0.,bharatkambariya,Donation Block For PayPal,6.5,MEDIUM,cold
CVE-2025-22528,2025-01-07 14:57:29.176000+00:00,WordPress Huurkalender WP Plugin <= 1.5.6 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Huurkalender Huurkalender WP allows Stored XSS.This issue affects Huurkalender WP: from n/a through 1.5.6.,Huurkalender,Huurkalender WP,6.5,MEDIUM,cold
CVE-2025-22529,2025-01-07 14:57:28.572000+00:00,WordPress  WE Blocks <= 1.3.5 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WORDPRESTEEM WE Blocks allows Stored XSS.This issue affects WE Blocks: from n/a through 1.3.5.,WORDPRESTEEM,WE Blocks,6.5,MEDIUM,cold
CVE-2025-22530,2025-01-07 14:57:27.928000+00:00,WordPress 아임포트 결제버튼 생성 플러그인 plugin <= 1.1.19 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in SIOT 아임포트 결제버튼 생성 플러그인 allows Stored XSS.This issue affects 아임포트 결제버튼 생성 플러그인: from n/a through 1.1.19.,SIOT,아임포트 결제버튼 생성 플러그인,6.5,MEDIUM,cold
CVE-2025-22531,2025-01-07 14:57:27.312000+00:00,WordPress Urdu Formatter – Shamil plugin <= 0.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in M Bilal M Urdu Formatter – Shamil allows Stored XSS.This issue affects Urdu Formatter – Shamil: from n/a through 0.1.,M Bilal M,Urdu Formatter – Shamil,6.5,MEDIUM,cold
CVE-2025-22532,2025-01-07 14:57:26.748000+00:00,WordPress Simple Photo Sphere plugin <= 0.0.10 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Nagy Sandor Simple Photo Sphere allows Stored XSS.This issue affects Simple Photo Sphere: from n/a through 0.0.10.,Nagy Sandor,Simple Photo Sphere,6.5,MEDIUM,cold
CVE-2025-22533,2025-01-07 14:57:26.160000+00:00,WordPress WOOEXIM Plugin <= 5.0.0 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in WOOEXIM.COM WOOEXIM allows SQL Injection.This issue affects WOOEXIM: from n/a through 5.0.0.,WOOEXIM.COM,WOOEXIM,7.6,HIGH,warm
CVE-2025-22534,2025-01-07 14:57:25.534000+00:00,WordPress Slides & Presentations Plugin <= 0.0.39 - Broken Access Control vulnerability,Missing Authorization vulnerability in Ella van Durpe Slides & Presentations allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Slides & Presentations: from n/a through 0.0.39.,Ella van Durpe,Slides & Presentations,5.4,MEDIUM,cold
CVE-2025-22536,2025-01-07 14:57:24.913000+00:00,WordPress WP Music Player Plugin <= 1.3 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Hiren Patel WP Music Player allows SQL Injection.This issue affects WP Music Player: from n/a through 1.3.,Hiren Patel,WP Music Player,7.6,HIGH,warm
CVE-2025-22538,2025-01-07 14:57:24.269000+00:00,WordPress Virtual Bot Plugin <= 1.0.0 - CSRF Cross Site Scripting (XSS) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Ofek Nakar Virtual Bot allows Stored XSS.This issue affects Virtual Bot: from n/a through 1.0.0.,Ofek Nakar,Virtual Bot,7.1,HIGH,cold
CVE-2025-22541,2025-01-07 14:57:23.609000+00:00,WordPress WP Delete Post Copies plugin <= 5.5 - Broken Access Control vulnerability,Missing Authorization vulnerability in Etruel Developments LLC WP Delete Post Copies allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects WP Delete Post Copies: from n/a through 5.5.,Etruel Developments LLC,WP Delete Post Copies,5.4,MEDIUM,cold
CVE-2025-22543,2025-01-07 14:57:22.992000+00:00,WordPress ST Gallery WP plugin <= 1.0.8 - Settings Change vulnerability,Missing Authorization vulnerability in Beautiful Templates ST Gallery WP allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects ST Gallery WP: from n/a through 1.0.8.,Beautiful Templates,ST Gallery WP,5.4,MEDIUM,cold
CVE-2025-22544,2025-01-07 14:57:22.324000+00:00,WordPress Mind Doodle Visual Sitemaps & Tasks plugin <= 1.6 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Mind Doodle Mind Doodle Visual Sitemaps & Tasks allows Stored XSS.This issue affects Mind Doodle Visual Sitemaps & Tasks: from n/a through 1.6.,Mind Doodle,Mind Doodle Visual Sitemaps & Tasks,6.5,MEDIUM,cold
CVE-2025-22545,2025-01-07 14:57:21.750000+00:00,WordPress iframe to embed plugin <= 1.2 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in sw-galati.ro iframe to embed allows Stored XSS.This issue affects iframe to embed: from n/a through 1.2.,sw-galati.ro,iframe to embed,6.5,MEDIUM,cold
CVE-2025-22546,2025-01-07 14:57:21.122000+00:00,WordPress jQuery TwentyTwenty plugin <= 1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in One Plus Solution jQuery TwentyTwenty allows Stored XSS.This issue affects jQuery TwentyTwenty: from n/a through 1.0.,One Plus Solution,jQuery TwentyTwenty,6.5,MEDIUM,cold
CVE-2025-22547,2025-01-07 14:57:20.515000+00:00,WordPress JK Html To Pdf plugin <= 1.0.0 - CSRF to Stored XSS vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Jay Krishnan G JK Html To Pdf allows Stored XSS.This issue affects JK Html To Pdf: from n/a through 1.0.0.,Jay Krishnan G,JK Html To Pdf,7.1,HIGH,cold
CVE-2025-22548,2025-01-07 14:57:19.702000+00:00,WordPress ldap_login_password_and_role_manager plugin <= 1.0.12 - CSRF to Stored XSS vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Frank Koenen ldap_login_password_and_role_manager allows Stored XSS.This issue affects ldap_login_password_and_role_manager: from n/a through 1.0.12.,Frank Koenen,ldap_login_password_and_role_manager,7.1,HIGH,cold
CVE-2025-22549,2025-01-07 14:57:19.102000+00:00,WordPress WP Github plugin <= 1.3.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Pablo Cornehl WP Github allows Stored XSS.This issue affects WP Github: from n/a through 1.3.3.,Pablo Cornehl,WP Github,6.5,MEDIUM,cold
